country,city,connectorType,durationCharge,durationSession,energy,tariff,cost,meanPower,maxPower,startDate,startTimestamp,weekDayStart,yearStart,hourStart,minuteStart,endDate,endTimestamp,weekDayEnd,yearEnd,hourEnd,minuteEnd,anomaly,class
UK,Kinross,Rapid,0.78,0.78,19.44,0.56,10.89,24.923,50.0,13/03/2019 12:12:00,1552475520.0,2,2019.0,12,12,13/03/2019 12:59:00,1552478340.0,2,2019.0,12,59,0,Normal
UK,Perth,Fast,2.0,2.0,5.613,0.0,0.0,2.807,7.0,13/03/2019 12:26:00,1552476360.0,2,2019.0,12,26,13/03/2019 14:26:00,1552483560.0,2,2019.0,14,26,0,Normal
UK,Aberfeldy,Rapid,3.3,3.3,38.398,0.0,0.0,11.636,50.0,13/03/2019 12:30:00,1552476600.0,2,2019.0,12,30,13/03/2019 15:48:00,1552488480.0,2,2019.0,15,48,0,Normal
UK,Perth,Rapid,0.23,0.23,10.57,0.18,1.9,45.957,50.0,13/03/2019 12:31:00,1552476660.0,2,2019.0,12,31,13/03/2019 12:45:00,1552477500.0,2,2019.0,12,45,0,Normal
UK,Aberfeldy,Fast,1.08,1.08,4.017,1.2,4.82,3.719,22.0,13/03/2019 12:44:00,1552477440.0,2,2019.0,12,44,13/03/2019 13:49:00,1552481340.0,2,2019.0,13,49,0,Normal
UK,Kinross,Rapid,0.87,0.87,17.613,0.44,7.75,20.245,50.0,13/03/2019 12:51:00,1552477860.0,2,2019.0,12,51,13/03/2019 13:43:00,1552480980.0,2,2019.0,13,43,0,Normal
UK,Kinross,Rapid,0.72,0.72,27.45,0.98,26.9,38.125,50.0,13/03/2019 13:04:00,1552478640.0,2,2019.0,13,4,13/03/2019 13:47:00,1552481220.0,2,2019.0,13,47,0,Normal
UK,Perth,Fast,2.07,2.07,4.141,0.75,3.11,2.0,7.0,13/03/2019 13:07:00,1552478820.0,2,2019.0,13,7,13/03/2019 15:11:00,1552486260.0,2,2019.0,15,11,0,Normal
UK,Pitlochry,Rapid,0.62,0.62,24.56,0.38,9.33,39.613,50.0,13/03/2019 13:09:00,1552478940.0,2,2019.0,13,9,13/03/2019 13:46:00,1552481160.0,2,2019.0,13,46,0,Normal
UK,Perth,Fast,0.5,0.5,3.295,0.92,3.03,6.59,22.0,13/03/2019 13:37:00,1552480620.0,2,2019.0,13,37,13/03/2019 14:07:00,1552482420.0,2,2019.0,14,7,0,Normal
UK,Kinross,Rapid,0.5,0.5,8.58,0.58,4.98,17.16,50.0,13/03/2019 13:38:00,1552480680.0,2,2019.0,13,38,13/03/2019 14:08:00,1552482480.0,2,2019.0,14,8,0,Normal
UK,Crieff,Rapid,0.22,0.22,8.02,0.0,0.0,36.455,50.0,13/03/2019 13:38:00,1552480680.0,2,2019.0,13,38,13/03/2019 13:51:00,1552481460.0,2,2019.0,13,51,0,Normal
UK,Kinross,Rapid,0.38,0.38,6.49,0.0,0.0,17.079,50.0,13/03/2019 13:48:00,1552481280.0,2,2019.0,13,48,13/03/2019 14:11:00,1552482660.0,2,2019.0,14,11,0,Normal
UK,Perth,Fast,1.0,1.0,10.76,0.99,10.65,10.76,22.0,13/03/2019 13:50:00,1552481400.0,2,2019.0,13,50,13/03/2019 14:50:00,1552485000.0,2,2019.0,14,50,0,Normal
UK,Perth,Rapid,0.43,0.43,15.03,0.0,0.0,34.953,50.0,13/03/2019 13:59:00,1552481940.0,2,2019.0,13,59,13/03/2019 14:25:00,1552483500.0,2,2019.0,14,25,0,Normal
UK,Perth,Fast,1.45,1.45,27.769,1.13,31.38,19.151,22.0,13/03/2019 14:06:00,1552482360.0,2,2019.0,14,6,13/03/2019 15:33:00,1552487580.0,2,2019.0,15,33,0,Normal
UK,Perth,Rapid,0.52,0.52,17.91,1.21,21.67,34.442,50.0,13/03/2019 14:06:00,1552482360.0,2,2019.0,14,6,13/03/2019 14:37:00,1552484220.0,2,2019.0,14,37,0,Normal
UK,Perth,Rapid,3.42,3.42,8.197,0.0,0.0,2.397,50.0,13/03/2019 14:16:00,1552482960.0,2,2019.0,14,16,13/03/2019 17:41:00,1552495260.0,2,2019.0,17,41,0,Normal
UK,Perth,Fast,0.77,0.77,11.768,1.14,13.42,15.283,22.0,13/03/2019 14:17:00,1552483020.0,2,2019.0,14,17,13/03/2019 15:03:00,1552485780.0,2,2019.0,15,3,0,Normal
UK,Kinross,Rapid,0.4,0.4,10.93,0.0,0.0,27.325,50.0,13/03/2019 14:56:00,1552485360.0,2,2019.0,14,56,13/03/2019 15:20:00,1552486800.0,2,2019.0,15,20,0,Normal
UK,Auchterarder,Rapid,0.52,0.52,6.041,0.0,0.0,11.617,50.0,13/03/2019 15:11:00,1552486260.0,2,2019.0,15,11,13/03/2019 15:42:00,1552488120.0,2,2019.0,15,42,0,Normal
UK,Perth,Rapid,0.23,0.23,5.52,0.0,0.0,24.0,50.0,13/03/2019 15:16:00,1552486560.0,2,2019.0,15,16,13/03/2019 15:30:00,1552487400.0,2,2019.0,15,30,0,Normal
UK,Kinross,Rapid,0.43,0.43,7.44,0.0,0.0,17.302,50.0,13/03/2019 15:18:00,1552486680.0,2,2019.0,15,18,13/03/2019 15:44:00,1552488240.0,2,2019.0,15,44,0,Normal
UK,Perth,Fast,0.87,0.87,2.849,0.19,0.54,3.275,22.0,13/03/2019 15:31:00,1552487460.0,2,2019.0,15,31,13/03/2019 16:23:00,1552490580.0,2,2019.0,16,23,0,Normal
UK,Crieff,Rapid,0.27,0.27,5.25,1.24,6.51,19.444,50.0,13/03/2019 15:44:00,1552488240.0,2,2019.0,15,44,13/03/2019 16:00:00,1552489200.0,2,2019.0,16,0,0,Normal
UK,Kinross,Rapid,0.42,0.42,5.38,0.0,0.0,12.81,50.0,13/03/2019 16:04:00,1552489440.0,2,2019.0,16,4,13/03/2019 16:29:00,1552490940.0,2,2019.0,16,29,0,Normal
UK,Kinross,Rapid,0.47,0.47,13.57,0.46,6.24,28.872,50.0,13/03/2019 16:06:00,1552489560.0,2,2019.0,16,6,13/03/2019 16:34:00,1552491240.0,2,2019.0,16,34,0,Normal
UK,Pitlochry,Fast,0.67,0.67,4.24,0.54,2.29,6.328,22.0,13/03/2019 16:26:00,1552490760.0,2,2019.0,16,26,13/03/2019 17:06:00,1552493160.0,2,2019.0,17,6,0,Normal
UK,Kinross,Rapid,0.03,0.03,0.158,0.34,0.05,5.267,50.0,13/03/2019 16:28:00,1552490880.0,2,2019.0,16,28,13/03/2019 16:30:00,1552491000.0,2,2019.0,16,30,0,Normal
UK,Kinross,Fast,0.7,0.7,1.88,0.23,0.43,2.686,22.0,13/03/2019 16:31:00,1552491060.0,2,2019.0,16,31,13/03/2019 17:13:00,1552493580.0,2,2019.0,17,13,0,Normal
UK,Kinross,Rapid,0.43,0.43,15.92,0.18,2.87,37.023,50.0,13/03/2019 16:32:00,1552491120.0,2,2019.0,16,32,13/03/2019 16:58:00,1552492680.0,2,2019.0,16,58,0,Normal
UK,Perth,Rapid,0.35,0.35,4.96,0.0,0.0,14.171,50.0,13/03/2019 16:34:00,1552491240.0,2,2019.0,16,34,13/03/2019 16:55:00,1552492500.0,2,2019.0,16,55,0,Normal
UK,Kinross,Rapid,0.2,0.2,3.23,0.0,0.0,16.15,50.0,13/03/2019 16:42:00,1552491720.0,2,2019.0,16,42,13/03/2019 16:54:00,1552492440.0,2,2019.0,16,54,0,Normal
UK,Perth,Fast,3.93,3.93,13.948,0.0,0.0,3.549,7.0,13/03/2019 16:44:00,1552491840.0,2,2019.0,16,44,13/03/2019 20:40:00,1552506000.0,2,2019.0,20,40,0,Normal
UK,Blairgowrie,Rapid,0.27,0.27,4.43,0.0,0.0,16.407,50.0,13/03/2019 16:49:00,1552492140.0,2,2019.0,16,49,13/03/2019 17:05:00,1552493100.0,2,2019.0,17,5,0,Normal
UK,Kinross,Rapid,0.72,0.72,32.03,0.55,17.62,44.486,50.0,13/03/2019 16:56:00,1552492560.0,2,2019.0,16,56,13/03/2019 17:39:00,1552495140.0,2,2019.0,17,39,0,Normal
UK,Kinross,Rapid,0.37,0.37,15.68,0.45,7.06,42.378,50.0,13/03/2019 16:59:00,1552492740.0,2,2019.0,16,59,13/03/2019 17:21:00,1552494060.0,2,2019.0,17,21,0,Normal
UK,Aberfeldy,Rapid,1.0,1.0,10.68,0.45,4.81,10.68,50.0,13/03/2019 17:12:00,1552493520.0,2,2019.0,17,12,13/03/2019 18:12:00,1552497120.0,2,2019.0,18,12,0,Normal
UK,Kinross,Fast,0.03,0.03,0.08,0.25,0.02,2.667,22.0,13/03/2019 17:20:00,1552494000.0,2,2019.0,17,20,13/03/2019 17:22:00,1552494120.0,2,2019.0,17,22,0,Normal
UK,Kinross,Rapid,0.4,0.4,4.8,0.33,1.58,12.0,50.0,13/03/2019 17:24:00,1552494240.0,2,2019.0,17,24,13/03/2019 17:48:00,1552495680.0,2,2019.0,17,48,0,Normal
UK,Crieff,Rapid,0.93,0.93,14.51,0.0,0.0,15.602,50.0,13/03/2019 17:27:00,1552494420.0,2,2019.0,17,27,13/03/2019 18:23:00,1552497780.0,2,2019.0,18,23,0,Normal
UK,Perth,Rapid,0.37,0.37,5.25,0.15,0.79,14.189,50.0,13/03/2019 17:32:00,1552494720.0,2,2019.0,17,32,13/03/2019 17:54:00,1552496040.0,2,2019.0,17,54,0,Normal
UK,Auchterarder,Rapid,0.47,0.47,3.649,0.45,1.64,7.764,50.0,13/03/2019 17:37:00,1552495020.0,2,2019.0,17,37,13/03/2019 18:05:00,1552496700.0,2,2019.0,18,5,0,Normal
UK,Perth,Rapid,0.1,0.1,1.48,1.29,1.91,14.8,50.0,13/03/2019 18:24:00,1552497840.0,2,2019.0,18,24,13/03/2019 18:30:00,1552498200.0,2,2019.0,18,30,0,Normal
UK,Perth,Rapid,0.22,0.22,7.81,0.0,0.0,35.5,50.0,13/03/2019 18:30:00,1552498200.0,2,2019.0,18,30,13/03/2019 18:43:00,1552498980.0,2,2019.0,18,43,0,Normal
UK,Perth,Rapid,0.15,0.15,1.26,0.0,0.0,8.4,50.0,13/03/2019 18:31:00,1552498260.0,2,2019.0,18,31,13/03/2019 18:40:00,1552498800.0,2,2019.0,18,40,0,Normal
UK,Blairgowrie,Rapid,0.85,0.85,16.859,0.0,0.0,19.834,50.0,13/03/2019 18:38:00,1552498680.0,2,2019.0,18,38,13/03/2019 19:29:00,1552501740.0,2,2019.0,19,29,0,Normal
UK,Blairgowrie,Rapid,0.62,0.62,11.02,0.14,1.54,17.774,50.0,13/03/2019 18:41:00,1552498860.0,2,2019.0,18,41,13/03/2019 19:18:00,1552501080.0,2,2019.0,19,18,0,Normal
UK,Auchterarder,Rapid,0.22,0.22,9.08,0.17,1.54,41.273,50.0,13/03/2019 18:51:00,1552499460.0,2,2019.0,18,51,13/03/2019 19:04:00,1552500240.0,2,2019.0,19,4,0,Normal
UK,Pitlochry,Rapid,1.0,1.0,11.62,0.76,8.83,11.62,50.0,13/03/2019 19:08:00,1552500480.0,2,2019.0,19,8,13/03/2019 20:08:00,1552504080.0,2,2019.0,20,8,0,Normal
UK,Crieff,Rapid,0.78,0.78,28.85,0.58,16.73,36.987,50.0,13/03/2019 19:08:00,1552500480.0,2,2019.0,19,8,13/03/2019 19:55:00,1552503300.0,2,2019.0,19,55,0,Normal
UK,Perth,Fast,0.73,0.73,13.82,0.31,4.28,18.932,22.0,13/03/2019 19:11:00,1552500660.0,2,2019.0,19,11,13/03/2019 19:55:00,1552503300.0,2,2019.0,19,55,0,Normal
UK,Kinross,Rapid,0.3,0.3,13.24,0.0,0.0,44.133,50.0,13/03/2019 19:14:00,1552500840.0,2,2019.0,19,14,13/03/2019 19:32:00,1552501920.0,2,2019.0,19,32,0,Normal
UK,Kinross,Rapid,0.77,0.77,21.68,0.0,0.0,28.156,50.0,13/03/2019 19:18:00,1552501080.0,2,2019.0,19,18,13/03/2019 20:04:00,1552503840.0,2,2019.0,20,4,0,Normal
UK,Kinross,Rapid,1.0,1.0,17.48,0.0,0.0,17.48,50.0,13/03/2019 20:03:00,1552503780.0,2,2019.0,20,3,13/03/2019 21:03:00,1552507380.0,2,2019.0,21,3,0,Normal
UK,Perth,Fast,1.0,1.0,11.024,0.37,4.08,11.024,22.0,13/03/2019 20:27:00,1552505220.0,2,2019.0,20,27,13/03/2019 21:27:00,1552508820.0,2,2019.0,21,27,0,Normal
UK,Auchterarder,Rapid,0.28,0.28,7.53,0.42,3.16,26.893,50.0,13/03/2019 20:41:00,1552506060.0,2,2019.0,20,41,13/03/2019 20:58:00,1552507080.0,2,2019.0,20,58,0,Normal
UK,Kinross,Rapid,0.38,0.38,8.144,0.51,4.15,21.432,50.0,13/03/2019 21:47:00,1552510020.0,2,2019.0,21,47,13/03/2019 22:10:00,1552511400.0,2,2019.0,22,10,0,Normal
UK,Crieff,Rapid,0.45,0.45,5.22,0.99,5.17,11.6,50.0,13/03/2019 22:01:00,1552510860.0,2,2019.0,22,1,13/03/2019 22:28:00,1552512480.0,2,2019.0,22,28,0,Normal
UK,Auchterarder,Rapid,0.77,0.77,16.85,0.12,2.02,21.883,50.0,13/03/2019 22:46:00,1552513560.0,2,2019.0,22,46,13/03/2019 23:32:00,1552516320.0,2,2019.0,23,32,0,Normal
UK,Perth,Fast,4.87,4.87,6.75,0.0,0.0,1.386,7.0,14/03/2019 05:11:00,1552536660.0,3,2019.0,5,11,14/03/2019 10:03:00,1552554180.0,3,2019.0,10,3,0,Normal
UK,Perth,Fast,110.03,110.03,14.05,0.16,2.25,0.128,22.0,14/03/2019 07:05:00,1552543500.0,3,2019.0,7,5,18/03/2019 21:07:00,1552939620.0,0,2019.0,21,7,0,Normal
UK,Perth,Fast,0.27,0.27,3.285,0.51,1.68,12.167,22.0,14/03/2019 08:01:00,1552546860.0,3,2019.0,8,1,14/03/2019 08:17:00,1552547820.0,3,2019.0,8,17,0,Normal
UK,Blairgowrie,Rapid,0.35,0.35,5.85,0.0,0.0,16.714,50.0,14/03/2019 08:05:00,1552547100.0,3,2019.0,8,5,14/03/2019 08:26:00,1552548360.0,3,2019.0,8,26,0,Normal
UK,Perth,Rapid,3.58,3.58,7.805,0.0,0.0,2.18,50.0,14/03/2019 08:10:00,1552547400.0,3,2019.0,8,10,14/03/2019 11:45:00,1552560300.0,3,2019.0,11,45,0,Normal
UK,Crieff,Fast,9.85,9.85,24.592,1.16,28.53,2.497,22.0,14/03/2019 08:21:00,1552548060.0,3,2019.0,8,21,14/03/2019 18:12:00,1552583520.0,3,2019.0,18,12,0,Normal
UK,Blairgowrie,Rapid,0.6,0.6,11.8,0.57,6.73,19.667,50.0,14/03/2019 08:36:00,1552548960.0,3,2019.0,8,36,14/03/2019 09:12:00,1552551120.0,3,2019.0,9,12,0,Normal
UK,Kinross,Rapid,0.7,0.7,21.79,0.37,8.06,31.129,50.0,14/03/2019 08:42:00,1552549320.0,3,2019.0,8,42,14/03/2019 09:24:00,1552551840.0,3,2019.0,9,24,0,Normal
UK,Dunkeld,Rapid,0.3,0.3,2.66,1.29,3.43,8.867,50.0,14/03/2019 08:55:00,1552550100.0,3,2019.0,8,55,14/03/2019 09:13:00,1552551180.0,3,2019.0,9,13,0,Normal
UK,Perth,Rapid,0.38,0.38,5.45,0.0,0.0,14.342,50.0,14/03/2019 08:58:00,1552550280.0,3,2019.0,8,58,14/03/2019 09:21:00,1552551660.0,3,2019.0,9,21,0,Normal
UK,Perth,Fast,7.47,7.47,3.11,1.13,3.51,0.416,22.0,14/03/2019 09:00:00,1552550400.0,3,2019.0,9,0,14/03/2019 16:28:00,1552577280.0,3,2019.0,16,28,0,Normal
UK,Perth,Fast,5.28,5.28,11.9,0.0,0.0,2.254,22.0,14/03/2019 09:17:00,1552551420.0,3,2019.0,9,17,14/03/2019 14:34:00,1552570440.0,3,2019.0,14,34,0,Normal
UK,Perth,Rapid,0.08,0.08,2.55,1.14,2.91,31.875,50.0,14/03/2019 09:20:00,1552551600.0,3,2019.0,9,20,14/03/2019 09:25:00,1552551900.0,3,2019.0,9,25,0,Normal
UK,Blairgowrie,Rapid,1.98,1.98,6.408,0.0,0.0,3.236,50.0,14/03/2019 09:30:00,1552552200.0,3,2019.0,9,30,14/03/2019 11:29:00,1552559340.0,3,2019.0,11,29,0,Normal
UK,Pitlochry,Rapid,0.27,0.27,7.95,0.0,0.0,29.444,50.0,14/03/2019 09:52:00,1552553520.0,3,2019.0,9,52,14/03/2019 10:08:00,1552554480.0,3,2019.0,10,8,0,Normal
UK,Perth,Fast,1.45,1.45,2.685,0.0,0.0,1.852,22.0,14/03/2019 09:52:00,1552553520.0,3,2019.0,9,52,14/03/2019 11:19:00,1552558740.0,3,2019.0,11,19,0,Normal
UK,Perth,Fast,0.03,0.03,0.224,0.0,0.0,7.467,7.0,14/03/2019 09:52:00,1552553520.0,3,2019.0,9,52,14/03/2019 09:54:00,1552553640.0,3,2019.0,9,54,0,Normal
UK,Perth,Fast,0.35,0.35,5.216,0.23,1.2,14.903,22.0,14/03/2019 09:55:00,1552553700.0,3,2019.0,9,55,14/03/2019 10:16:00,1552554960.0,3,2019.0,10,16,0,Normal
UK,Perth,Fast,0.03,0.03,0.13,1.04,0.14,4.333,7.0,14/03/2019 10:06:00,1552554360.0,3,2019.0,10,6,14/03/2019 10:08:00,1552554480.0,3,2019.0,10,8,0,Normal
UK,Perth,Fast,0.33,0.33,1.96,0.63,1.23,5.939,7.0,14/03/2019 10:08:00,1552554480.0,3,2019.0,10,8,14/03/2019 10:28:00,1552555680.0,3,2019.0,10,28,0,Normal
UK,Kinross,Rapid,1.02,1.02,23.73,0.0,0.0,23.265,50.0,14/03/2019 10:14:00,1552554840.0,3,2019.0,10,14,14/03/2019 11:15:00,1552558500.0,3,2019.0,11,15,0,Normal
UK,Perth,Rapid,0.88,0.88,26.87,1.05,28.21,30.534,50.0,14/03/2019 10:26:00,1552555560.0,3,2019.0,10,26,14/03/2019 11:19:00,1552558740.0,3,2019.0,11,19,0,Normal
UK,Perth,Fast,0.82,0.82,2.109,0.89,1.88,2.572,7.0,14/03/2019 10:29:00,1552555740.0,3,2019.0,10,29,14/03/2019 11:18:00,1552558680.0,3,2019.0,11,18,0,Normal
UK,Perth,Fast,2.82,2.82,2.289,0.0,0.0,0.812,7.0,14/03/2019 10:30:00,1552555800.0,3,2019.0,10,30,14/03/2019 13:19:00,1552565940.0,3,2019.0,13,19,0,Normal
UK,Kinross,Rapid,0.42,0.42,8.63,1.18,10.18,20.548,50.0,14/03/2019 10:35:00,1552556100.0,3,2019.0,10,35,14/03/2019 11:00:00,1552557600.0,3,2019.0,11,0,0,Normal
UK,Perth,Fast,1.0,1.0,3.72,0.0,0.0,3.72,22.0,14/03/2019 10:37:00,1552556220.0,3,2019.0,10,37,14/03/2019 11:37:00,1552559820.0,3,2019.0,11,37,0,Normal
UK,Aberfeldy,Rapid,2.05,2.05,5.882,0.28,1.65,2.869,50.0,14/03/2019 10:45:00,1552556700.0,3,2019.0,10,45,14/03/2019 12:48:00,1552564080.0,3,2019.0,12,48,0,Normal
UK,Perth,Fast,0.72,0.72,14.899,1.08,16.09,20.693,22.0,14/03/2019 10:57:00,1552557420.0,3,2019.0,10,57,14/03/2019 11:40:00,1552560000.0,3,2019.0,11,40,0,Normal
UK,Perth,Rapid,1.2,1.2,4.236,0.23,0.97,3.53,50.0,14/03/2019 10:58:00,1552557480.0,3,2019.0,10,58,14/03/2019 12:10:00,1552561800.0,3,2019.0,12,10,0,Normal
UK,Perth,Fast,1.23,1.23,4.801,0.26,1.25,3.903,22.0,14/03/2019 11:07:00,1552558020.0,3,2019.0,11,7,14/03/2019 12:21:00,1552562460.0,3,2019.0,12,21,0,Normal
UK,Perth,Fast,4.57,4.57,4.6,0.73,3.36,1.007,7.0,14/03/2019 11:26:00,1552559160.0,3,2019.0,11,26,14/03/2019 16:00:00,1552575600.0,3,2019.0,16,0,0,Normal
UK,Perth,Rapid,1.02,1.02,39.16,0.0,0.0,38.392,50.0,14/03/2019 11:38:00,1552559880.0,3,2019.0,11,38,14/03/2019 12:39:00,1552563540.0,3,2019.0,12,39,0,Normal
UK,Perth,Rapid,0.38,0.38,11.3,0.0,0.0,29.737,50.0,14/03/2019 11:51:00,1552560660.0,3,2019.0,11,51,14/03/2019 12:14:00,1552562040.0,3,2019.0,12,14,0,Normal
UK,Perth,Rapid,0.2,0.2,5.21,1.11,5.78,26.05,50.0,14/03/2019 11:55:00,1552560900.0,3,2019.0,11,55,14/03/2019 12:07:00,1552561620.0,3,2019.0,12,7,0,Normal
UK,Perth,Fast,1.02,1.02,21.058,1.18,24.85,20.645,22.0,14/03/2019 12:02:00,1552561320.0,3,2019.0,12,2,14/03/2019 13:03:00,1552564980.0,3,2019.0,13,3,0,Normal
UK,Perth,Rapid,0.12,0.12,5.11,0.0,0.0,42.583,50.0,14/03/2019 12:04:00,1552561440.0,3,2019.0,12,4,14/03/2019 12:11:00,1552561860.0,3,2019.0,12,11,0,Normal
UK,Perth,Fast,0.32,0.32,6.456,0.0,0.0,20.175,22.0,14/03/2019 12:07:00,1552561620.0,3,2019.0,12,7,14/03/2019 12:26:00,1552562760.0,3,2019.0,12,26,0,Normal
UK,Perth,Rapid,0.55,0.55,15.13,0.0,0.0,27.509,50.0,14/03/2019 12:29:00,1552562940.0,3,2019.0,12,29,14/03/2019 13:02:00,1552564920.0,3,2019.0,13,2,0,Normal
UK,Perth,Fast,0.45,0.45,7.949,0.91,7.23,17.664,22.0,14/03/2019 12:30:00,1552563000.0,3,2019.0,12,30,14/03/2019 12:57:00,1552564620.0,3,2019.0,12,57,0,Normal
UK,Dunkeld,Rapid,0.58,0.58,6.1,0.0,0.0,10.517,50.0,14/03/2019 12:31:00,1552563060.0,3,2019.0,12,31,14/03/2019 13:06:00,1552565160.0,3,2019.0,13,6,0,Normal
UK,Kinross,Rapid,0.57,0.57,6.142,0.0,0.0,10.775,50.0,14/03/2019 12:34:00,1552563240.0,3,2019.0,12,34,14/03/2019 13:08:00,1552565280.0,3,2019.0,13,8,0,Normal
UK,Perth,Fast,0.93,0.93,2.94,0.0,0.0,3.161,22.0,14/03/2019 13:19:00,1552565940.0,3,2019.0,13,19,14/03/2019 14:15:00,1552569300.0,3,2019.0,14,15,0,Normal
UK,Perth,Rapid,0.13,0.13,3.75,0.48,1.8,28.846,50.0,14/03/2019 14:04:00,1552568640.0,3,2019.0,14,4,14/03/2019 14:12:00,1552569120.0,3,2019.0,14,12,0,Normal
UK,Perth,Rapid,0.43,0.43,6.84,0.49,3.35,15.907,50.0,14/03/2019 14:15:00,1552569300.0,3,2019.0,14,15,14/03/2019 14:41:00,1552570860.0,3,2019.0,14,41,0,Normal
UK,Perth,Rapid,0.43,0.43,13.7,0.0,0.0,31.86,50.0,14/03/2019 14:17:00,1552569420.0,3,2019.0,14,17,14/03/2019 14:43:00,1552570980.0,3,2019.0,14,43,0,Normal
UK,Pitlochry,Rapid,0.62,0.62,16.72,0.0,0.0,26.968,50.0,14/03/2019 14:26:00,1552569960.0,3,2019.0,14,26,14/03/2019 15:03:00,1552572180.0,3,2019.0,15,3,0,Normal
UK,Perth,Fast,0.57,0.57,9.143,0.0,0.0,16.04,22.0,14/03/2019 14:30:00,1552570200.0,3,2019.0,14,30,14/03/2019 15:04:00,1552572240.0,3,2019.0,15,4,0,Normal
UK,Perth,Rapid,0.02,0.02,0.11,0.0,0.0,5.5,50.0,14/03/2019 14:38:00,1552570680.0,3,2019.0,14,38,14/03/2019 14:39:00,1552570740.0,3,2019.0,14,39,0,Normal
UK,Perth,Rapid,0.4,0.4,10.12,0.0,0.0,25.3,50.0,14/03/2019 14:41:00,1552570860.0,3,2019.0,14,41,14/03/2019 15:05:00,1552572300.0,3,2019.0,15,5,0,Normal
UK,Blairgowrie,Rapid,2.22,2.22,26.261,0.87,22.85,11.829,50.0,14/03/2019 14:41:00,1552570860.0,3,2019.0,14,41,14/03/2019 16:54:00,1552578840.0,3,2019.0,16,54,0,Normal
UK,Pitlochry,Rapid,0.18,0.18,2.86,0.93,2.66,15.889,50.0,14/03/2019 14:48:00,1552571280.0,3,2019.0,14,48,14/03/2019 14:59:00,1552571940.0,3,2019.0,14,59,0,Normal
UK,Perth,Rapid,0.68,0.68,25.47,0.0,0.0,37.456,50.0,14/03/2019 14:56:00,1552571760.0,3,2019.0,14,56,14/03/2019 15:37:00,1552574220.0,3,2019.0,15,37,0,Normal
UK,Kinross,Rapid,0.4,0.4,6.27,0.86,5.39,15.675,50.0,14/03/2019 15:11:00,1552572660.0,3,2019.0,15,11,14/03/2019 15:35:00,1552574100.0,3,2019.0,15,35,0,Normal
UK,Auchterarder,Rapid,0.55,0.55,11.74,0.0,0.0,21.345,50.0,14/03/2019 15:14:00,1552572840.0,3,2019.0,15,14,14/03/2019 15:47:00,1552574820.0,3,2019.0,15,47,0,Normal
UK,Dunkeld,Rapid,1.18,1.18,4.152,0.0,0.0,3.519,50.0,14/03/2019 15:23:00,1552573380.0,3,2019.0,15,23,14/03/2019 16:34:00,1552577640.0,3,2019.0,16,34,0,Normal
UK,Crieff,Rapid,1.0,1.0,13.27,0.0,0.0,13.27,50.0,14/03/2019 15:24:00,1552573440.0,3,2019.0,15,24,14/03/2019 16:24:00,1552577040.0,3,2019.0,16,24,0,Normal
UK,Perth,Fast,2.07,2.07,3.765,0.39,1.47,1.819,7.0,14/03/2019 15:28:00,1552573680.0,3,2019.0,15,28,14/03/2019 17:32:00,1552581120.0,3,2019.0,17,32,0,Normal
UK,Perth,Rapid,1.02,1.02,12.06,1.16,13.99,11.824,50.0,14/03/2019 15:41:00,1552574460.0,3,2019.0,15,41,14/03/2019 16:42:00,1552578120.0,3,2019.0,16,42,0,Normal
UK,Crieff,Rapid,2.13,2.13,37.019,0.32,11.85,17.38,50.0,14/03/2019 16:09:00,1552576140.0,3,2019.0,16,9,14/03/2019 18:17:00,1552583820.0,3,2019.0,18,17,0,Normal
UK,Perth,Fast,3.6,3.6,12.094,0.0,0.0,3.359,7.0,14/03/2019 16:11:00,1552576260.0,3,2019.0,16,11,14/03/2019 19:47:00,1552589220.0,3,2019.0,19,47,0,Normal
UK,Blairgowrie,Rapid,0.08,0.08,2.26,0.0,0.0,28.25,50.0,14/03/2019 16:17:00,1552576620.0,3,2019.0,16,17,14/03/2019 16:22:00,1552576920.0,3,2019.0,16,22,0,Normal
UK,Perth,Fast,1.23,1.23,13.46,0.0,0.0,10.943,22.0,14/03/2019 16:28:00,1552577280.0,3,2019.0,16,28,14/03/2019 17:42:00,1552581720.0,3,2019.0,17,42,0,Normal
UK,Kinross,Rapid,0.27,0.27,5.9,0.88,5.19,21.852,50.0,14/03/2019 16:32:00,1552577520.0,3,2019.0,16,32,14/03/2019 16:48:00,1552578480.0,3,2019.0,16,48,0,Normal
UK,Aberfeldy,Rapid,0.6,0.6,18.79,0.0,0.0,31.317,50.0,14/03/2019 16:46:00,1552578360.0,3,2019.0,16,46,14/03/2019 17:22:00,1552580520.0,3,2019.0,17,22,0,Normal
UK,Perth,Fast,0.18,0.18,0.523,1.04,0.54,2.906,22.0,14/03/2019 17:18:00,1552580280.0,3,2019.0,17,18,14/03/2019 17:29:00,1552580940.0,3,2019.0,17,29,0,Normal
UK,Blairgowrie,Rapid,0.45,0.45,12.16,0.0,0.0,27.022,50.0,14/03/2019 17:21:00,1552580460.0,3,2019.0,17,21,14/03/2019 17:48:00,1552582080.0,3,2019.0,17,48,0,Normal
UK,Kinross,Rapid,0.87,0.87,20.87,0.5,10.44,23.989,50.0,14/03/2019 17:42:00,1552581720.0,3,2019.0,17,42,14/03/2019 18:34:00,1552584840.0,3,2019.0,18,34,0,Normal
